order_id,user_id,age_group,city,province,region,product_id,product_name,category,brand,supplier,price,cost,quantity,discount,coupon_amount,payment_method,sales_channel,traffic_source,campaign_name,device_type,store_id,store_type,order_date,order_hour,is_returned,return_reason,delivery_days,customer_rating,user_gender,user_age,user_level,ab_group,shipping_fee,marketing_cost,sales_amount,refund_amount,net_sales_amount,product_cost,gross_profit,reverse_logistics_cost,net_profit,gross_margin,net_margin,is_weekend,month
AI00000269,U00049,41-50,天津,天津,华北,P016,篮球,服饰运动,CourtStar,青岛体育用品,91.92,49.87,3,0.87,0.0,信用卡,手机APP,老客复购,日常,Android,S017,旗舰店,2025-01-25,21,0,未退货,4,4.0,女,50,银卡会员,B,8.0,25.25,239.91,0.0,239.91,149.61,90.3,0.0,57.05,0.376391146680005,0.2377975073986078,1,2025-01
AI00000270,U00004,23-30,上海,上海,华东,P025,面膜,美妆个护,FreshMe,广州美妆供应链,86.25,48.45,2,1.0,0.0,微信支付,网页商城,老客复购,日常,iOS,S022,仓储店,2025-01-19,15,0,未退货,2,5.0,女,26,银卡会员,A,10.0,15.31,172.5,0.0,172.5,96.9,75.6,0.0,50.29,0.43826086956521737,0.291536231884058,1,2025-01
AI00000271,U00016,31-40,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,36.96,20.72,2,0.96,0.0,银行卡,手机APP,老客复购,日常,PC,S009,旗舰店,2025-09-14,22,0,未退货,2,5.0,男,38,银卡会员,A,8.0,21.53,70.96,0.0,70.96,41.44,29.52,0.0,-0.01,0.4160090191657272,-0.00014092446448703497,1,2025-09
AI00000272,U00095,51-65,杭州,浙江,华东,P028,护手霜,美妆个护,SoftHand,杭州美护用品,25.49,16.08,2,0.89,18.15,信用卡,网页商城,信息流广告,日常,iOS,S033,校园店,2025-05-23,14,0,未退货,4,4.0,女,52,普通会员,B,10.0,26.79,27.22,0.0,27.22,32.16,-4.94,0.0,-41.73,-0.18148420279206467,-1.5330639235855987,0,2025-05
AI00000273,U00015,31-40,大连,辽宁,东北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,442.44,313.05,2,0.8,20.0,信用卡,手机APP,老客复购,日常,Android,S021,商场店,2025-11-21,22,0,未退货,6,4.0,男,32,普通会员,B,10.0,30.76,687.9,0.0,687.9,626.1,61.8,0.0,21.04,0.08983863933711295,0.03058584096525658,0,2025-11
AI00000274,U00735,31-40,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,112.73,49.35,1,0.91,30.0,微信支付,手机APP,短视频,日常,PC,S010,旗舰店,2025-01-17,22,0,未退货,2,4.0,女,32,普通会员,B,12.0,30.77,72.58,0.0,72.58,49.35,23.23,0.0,-19.54,0.3200606227610912,-0.26922017084596306,0,2025-01
AI00000275,U00934,31-40,天津,天津,华北,P012,洗衣液,生活用品,CleanDay,天津日化厂,49.64,26.85,4,0.94,20.0,信用卡,网页商城,自然搜索,日常,iOS,S039,社区店,2025-01-23,13,0,未退货,4,4.0,女,34,银卡会员,A,10.0,24.22,166.65,0.0,166.65,107.4,59.25,0.0,25.03,0.35553555355535554,0.1501950195019502,0,2025-01
AI00000276,U00369,18-22,沈阳,辽宁,东北,P005,笔记本电脑,电脑办公,NorthBook,北京星辰科技,5147.96,3448.52,1,0.9,0.0,信用卡,网页商城,自然搜索,日常,PC,S008,仓储店,2026-02-15,18,0,未退货,2,5.0,女,21,学生会员,B,0.0,27.24,4633.16,0.0,4633.16,3448.52,1184.64,0.0,1157.4,0.2556872631206348,0.2498079064828325,1,2026-02
AI00000277,U00258,18-22,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,167.7,101.49,3,0.99,0.0,银行卡,手机APP,自然搜索,日常,Android,S008,商场店,2025-05-16,17,0,未退货,5,4.0,男,18,普通会员,A,8.0,21.71,498.07,0.0,498.07,304.47,193.6,0.0,163.89,0.38870038348023367,0.3290501335153693,0,2025-05
AI00000278,U00562,18-22,深圳,广东,华南,P021,教材,图书文具,学知书局,北京图书批发,70.71,49.88,1,0.92,0.0,微信支付,网页商城,信息流广告,日常,PC,S012,旗舰店,2026-01-01,15,0,未退货,5,4.0,男,20,银卡会员,A,8.0,27.61,65.05,0.0,65.05,49.88,15.17,0.0,-20.44,0.2332052267486549,-0.3142198308993083,0,2026-01
AI00000279,U01433,18-22,大连,辽宁,东北,P006,显示器,电脑办公,ViewStar,青岛海新显示,1537.08,967.99,2,0.96,30.0,支付宝,网页商城,自然搜索,日常,PC,S033,校园店,2026-03-02,14,0,未退货,2,4.0,男,20,普通会员,B,6.0,20.44,2921.19,0.0,2921.19,1935.98,985.21,0.0,958.77,0.3372632386116617,0.3282121327267312,0,2026-03
AI00000280,U01367,31-40,上海,上海,华东,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,7.91,5.01,1,1.0,3.16,校园卡,手机APP,自然搜索,日常,iOS,S038,商场店,2025-02-08,21,0,未退货,2,5.0,男,34,新客,B,10.0,32.85,4.75,0.0,4.75,5.01,-0.26,0.0,-43.11,-0.05473684210526316,-9.07578947368421,1,2025-02
AI00000281,U00011,41-50,成都,四川,西南,P012,洗衣液,生活用品,CleanDay,天津日化厂,46.06,20.79,2,0.97,30.0,信用卡,线下门店,线下到店,日常,门店收银,S007,仓储店,2026-03-14,20,0,未退货,0,4.0,女,43,银卡会员,B,0.0,11.63,59.36,0.0,59.36,41.58,17.78,0.0,6.15,0.29952830188679247,0.10360512129380055,1,2026-03
AI00000282,U00102,23-30,上海,上海,华东,P008,打印机,电脑办公,PrintOne,南京云印科技,898.12,455.41,1,0.81,0.0,银行卡,网页商城,信息流广告,618大促,iOS,S027,社区店,2025-06-08,17,0,未退货,5,5.0,男,28,普通会员,A,8.0,15.24,727.48,0.0,727.48,455.41,272.07,0.0,248.83,0.37398966294606034,0.34204376752625504,1,2025-06
AI00000283,U00158,31-40,杭州,浙江,华东,P028,护手霜,美妆个护,SoftHand,杭州美护用品,26.01,15.44,1,0.96,9.99,校园卡,线下门店,线下到店,日常,门店收银,S033,社区店,2025-07-30,16,0,未退货,0,4.0,女,34,普通会员,A,0.0,12.23,14.98,0.0,14.98,15.44,-0.46,0.0,-12.69,-0.030707610146862484,-0.8471295060080106,0,2025-07
AI00000284,U00172,31-40,天津,天津,华北,P009,保温杯,生活用品,WarmCup,大连优品贸易,34.3,19.77,1,0.99,0.0,银行卡,手机APP,信息流广告,日常,Android,S031,商场店,2025-02-25,14,0,未退货,6,5.0,女,32,普通会员,A,6.0,27.65,33.96,0.0,33.96,19.77,14.19,0.0,-19.46,0.41784452296819785,-0.5730270906949352,0,2025-02
AI00000285,U00694,41-50,大连,辽宁,东北,P003,蓝牙耳机,数码配件,SoundGo,深圳声联科技,344.68,221.81,2,0.99,20.0,银行卡,网页商城,老客复购,日常,PC,S036,校园店,2026-04-28,21,0,未退货,1,4.0,男,46,金卡会员,A,8.0,25.9,662.47,0.0,662.47,443.62,218.85,0.0,184.95,0.3303545820942835,0.27918245354506616,0,2026-04
AI00000286,U00406,41-50,成都,四川,西南,P009,保温杯,生活用品,WarmCup,大连优品贸易,36.79,26.06,3,0.75,0.0,支付宝,网页商城,老客复购,双十一,Android,S029,校园店,2025-11-07,13,0,未退货,3,5.0,女,48,普通会员,A,6.0,31.08,82.78,0.0,82.78,78.18,4.6,0.0,-32.48,0.05556897801401304,-0.39236530562937905,0,2025-11
AI00000287,U00013,41-50,沈阳,辽宁,东北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,53.79,26.24,1,0.94,10.0,支付宝,线下门店,线下到店,日常,门店收银,S016,仓储店,2025-10-12,10,0,未退货,0,5.0,女,46,金卡会员,B,0.0,14.06,40.56,0.0,40.56,26.24,14.32,0.0,0.26,0.35305719921104534,0.00641025641025641,1,2025-10
AI00000288,U00338,31-40,天津,天津,华北,P014,运动外套,服饰运动,MovePro,上海服饰集团,273.56,150.44,3,0.79,0.0,信用卡,网页商城,自然搜索,618大促,PC,S022,仓储店,2026-06-17,13,0,未退货,1,5.0,女,40,新客,A,10.0,26.57,648.34,0.0,648.34,451.32,197.02,0.0,160.45,0.30388376469136563,0.24747817503161917,0,2026-06
AI00000289,U00599,31-40,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,88.57,59.58,3,0.95,30.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2025-06-25,15,0,未退货,3,4.0,女,37,新客,B,0.0,28.94,222.42,0.0,222.42,178.74,43.68,0.0,14.74,0.19638521715673052,0.06627101879327399,0,2025-06
AI00000290,U00040,18-22,沈阳,辽宁,东北,P007,办公椅,电脑办公,WorkLife,杭州森木家具,799.24,531.24,1,1.0,20.0,银行卡,直播间,直播推荐,日常,Android,S016,社区店,2026-05-31,13,0,未退货,3,4.0,女,21,银卡会员,A,8.0,61.16,779.24,0.0,779.24,531.24,248.0,0.0,178.84,0.3182588162825317,0.22950567219341922,1,2026-05
AI00000291,U01319,31-40,天津,天津,华北,P012,洗衣液,生活用品,CleanDay,天津日化厂,44.16,29.09,2,0.99,30.0,信用卡,网页商城,自然搜索,日常,iOS,S039,社区店,2026-02-10,15,0,未退货,7,4.0,女,33,新客,B,12.0,16.74,57.44,0.0,57.44,58.18,-0.74,0.0,-29.48,-0.01288300835654596,-0.5132311977715878,0,2026-02
AI00000292,U00014,31-40,大连,辽宁,东北,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,62.32,37.62,4,0.82,10.0,支付宝,手机APP,信息流广告,618大促,iOS,S007,仓储店,2026-06-08,18,0,未退货,1,5.0,男,37,普通会员,A,8.0,27.24,194.41,0.0,194.41,150.48,43.93,0.0,8.69,0.22596574250295767,0.044699346741422764,0,2026-06
AI00000293,U01576,31-40,天津,天津,华北,P010,双肩包,生活用品,CampusBag,广州行者箱包,120.93,85.63,1,0.88,5.0,信用卡,直播间,直播推荐,618大促,Android,S032,旗舰店,2026-06-04,12,0,未退货,4,4.0,女,33,普通会员,A,8.0,83.34,101.42,0.0,101.42,85.63,15.79,0.0,-75.55,0.15568921317294418,-0.7449221060934726,0,2026-06
AI00000294,U00038,23-30,广州,广东,华南,P016,篮球,服饰运动,CourtStar,青岛体育用品,79.26,42.02,3,0.97,0.0,信用卡,手机APP,信息流广告,日常,iOS,S040,校园店,2026-06-25,19,0,未退货,5,5.0,女,29,普通会员,A,8.0,22.66,230.65,0.0,230.65,126.06,104.59,0.0,73.93,0.4534576197702146,0.3205289399523087,0,2026-06
AI00000295,U01347,18-22,深圳,广东,华南,P004,移动硬盘,数码配件,DataBox,上海存储工贸,321.79,148.85,2,0.88,0.0,微信支付,线下门店,线下到店,日常,门店收银,S034,社区店,2025-03-26,11,0,未退货,0,5.0,女,21,普通会员,B,0.0,15.11,566.35,0.0,566.35,297.7,268.65,0.0,253.54,0.4743533150878432,0.44767370000882845,0,2025-03
AI00000296,U01512,41-50,武汉,湖北,华中,P009,保温杯,生活用品,WarmCup,大连优品贸易,33.37,15.59,4,1.0,10.0,校园卡,线下门店,线下到店,日常,门店收银,S033,商场店,2026-03-31,17,0,未退货,0,5.0,男,48,新客,A,0.0,17.55,123.48,0.0,123.48,62.36,61.12,0.0,43.57,0.49497894395853576,0.35285066407515386,0,2026-03
AI00000297,U01738,23-30,沈阳,辽宁,东北,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,171.25,94.53,3,0.95,0.0,校园卡,线下门店,线下到店,日常,门店收银,S034,商场店,2026-04-06,23,1,尺码不合适,0,4.0,男,28,学生会员,A,0.0,11.78,488.06,488.06,0.0,283.59,-283.59,8.0,-303.37,,,0,2026-04
AI00000298,U01236,31-40,大连,辽宁,东北,P003,蓝牙耳机,数码配件,SoundGo,深圳声联科技,254.89,167.05,2,0.85,0.0,银行卡,网页商城,老客复购,日常,PC,S036,校园店,2025-12-24,21,0,未退货,5,4.0,男,36,普通会员,A,10.0,31.24,433.31,0.0,433.31,334.1,99.21,0.0,57.97,0.22895848237982044,0.13378412683759894,0,2025-12
AI00000299,U01177,23-30,杭州,浙江,华东,P018,咖啡,食品饮料,BeanGo,云南咖啡供应链,57.54,32.04,3,0.74,20.0,校园卡,网页商城,校园社群,618大促,iOS,S012,商场店,2025-06-10,10,0,未退货,6,4.0,女,26,银卡会员,B,6.0,27.51,107.74,0.0,107.74,96.12,11.62,0.0,-21.89,0.10785223686653053,-0.20317430852051235,0,2025-06
AI00000300,U00847,41-50,大连,辽宁,东北,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,65.9,39.62,2,0.88,20.0,支付宝,手机APP,信息流广告,618大促,iOS,S007,仓储店,2026-06-16,19,0,未退货,4,5.0,男,41,普通会员,B,8.0,20.38,95.98,0.0,95.98,79.24,16.74,0.0,-11.64,0.17441133569493641,-0.12127526568035008,0,2026-06
AI00000301,U01176,31-40,大连,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,38.0,20.15,1,0.88,13.38,校园卡,手机APP,短视频,日常,PC,S038,社区店,2025-05-12,18,0,未退货,5,5.0,男,39,普通会员,A,12.0,20.45,20.06,0.0,20.06,20.15,-0.09,0.0,-32.54,-0.00448654037886341,-1.6221335992023929,0,2025-05
AI00000302,U00062,41-50,杭州,浙江,华东,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,75.98,47.88,2,1.0,5.0,微信支付,第三方平台,自然搜索,日常,PC,S034,校园店,2025-10-09,15,0,未退货,3,5.0,女,42,新客,A,8.0,30.6,146.96,0.0,146.96,95.76,51.2,0.0,12.6,0.3483941208492107,0.08573761567773543,0,2025-10
AI00000303,U00623,41-50,天津,天津,华北,P026,洗面奶,美妆个护,CleanFace,上海日化贸易,70.45,33.31,2,0.96,20.0,信用卡,直播间,直播推荐,日常,PC,S016,社区店,2025-10-23,20,0,未退货,1,5.0,女,47,金卡会员,B,8.0,59.13,115.26,0.0,115.26,66.62,48.64,0.0,-18.49,0.4220024292903002,-0.16041992018046156,0,2025-10
AI00000304,U00580,31-40,深圳,广东,华南,P004,移动硬盘,数码配件,DataBox,上海存储工贸,517.65,297.98,3,1.0,0.0,微信支付,第三方平台,短视频,日常,Android,S010,社区店,2025-04-14,21,0,未退货,2,4.0,男,39,金卡会员,A,8.0,54.5,1552.95,0.0,1552.95,893.94,659.01,0.0,596.51,0.4243600888631314,0.38411410541227986,0,2025-04
AI00000305,U01385,31-40,青岛,山东,华东,P010,双肩包,生活用品,CampusBag,广州行者箱包,168.24,81.06,1,0.95,0.0,支付宝,手机APP,自然搜索,日常,Android,S015,商场店,2026-02-12,21,0,未退货,4,5.0,女,32,银卡会员,B,6.0,22.52,159.83,0.0,159.83,81.06,78.77,0.0,50.25,0.4928361383970468,0.3143965463304761,0,2026-02
AI00000306,U00486,41-50,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,25.44,14.28,2,0.99,20.0,银行卡,手机APP,老客复购,日常,PC,S009,旗舰店,2025-02-27,14,0,未退货,3,5.0,女,42,学生会员,A,10.0,34.44,30.37,0.0,30.37,28.56,1.81,0.0,-42.63,0.05959828778399737,-1.4036878498518275,0,2025-02
AI00000307,U00356,23-30,深圳,广东,华南,P004,移动硬盘,数码配件,DataBox,上海存储工贸,295.19,162.51,1,0.98,0.0,微信支付,第三方平台,短视频,日常,Android,S010,社区店,2026-01-24,12,0,未退货,4,5.0,男,26,普通会员,A,10.0,37.4,289.29,0.0,289.29,162.51,126.78,0.0,79.38,0.43824535932800995,0.2743959348750388,1,2026-01
AI00000308,U00840,31-40,成都,四川,西南,P008,打印机,电脑办公,PrintOne,南京云印科技,670.34,401.72,2,0.96,0.0,支付宝,线下门店,线下到店,日常,门店收银,S032,商场店,2026-05-04,14,0,未退货,0,5.0,女,32,新客,A,0.0,17.7,1287.05,0.0,1287.05,803.44,483.61,0.0,465.91,0.3757507478341945,0.3619983683617575,0,2026-05
AI00000309,U00192,23-30,沈阳,辽宁,东北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,403.97,231.34,2,0.91,0.0,微信支付,手机APP,老客复购,日常,Android,S015,校园店,2025-07-04,20,0,未退货,1,4.0,男,30,普通会员,A,8.0,27.08,735.23,0.0,735.23,462.68,272.55,0.0,237.47,0.370700325068346,0.3229873644981842,0,2025-07
AI00000310,U00066,31-40,大连,辽宁,东北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,67.02,47.13,3,0.98,0.0,银行卡,线下门店,线下到店,日常,门店收银,S040,校园店,2026-02-04,15,0,未退货,0,4.0,男,35,银卡会员,A,0.0,17.87,197.04,0.0,197.04,141.39,55.65,0.0,37.78,0.28242996345919613,0.19173771822980107,0,2026-02
AI00000311,U00513,23-30,南京,江苏,华东,P024,文件夹,图书文具,OfficeKit,大连办公用品,10.27,7.01,2,0.87,7.15,微信支付,网页商城,信息流广告,日常,PC,S036,社区店,2025-04-11,14,0,未退货,4,5.0,男,24,银卡会员,B,10.0,16.91,10.72,0.0,10.72,14.02,-3.3,0.0,-30.21,-0.30783582089552236,-2.8180970149253732,0,2025-04
AI00000312,U00407,31-40,北京,北京,华北,P011,台灯,生活用品,LightHome,宁波明照电器,67.12,34.39,1,1.0,20.0,银行卡,网页商城,老客复购,日常,iOS,S035,仓储店,2026-05-02,21,0,未退货,3,4.0,女,40,普通会员,B,8.0,24.03,47.12,0.0,47.12,34.39,12.73,0.0,-19.3,0.2701612903225807,-0.4095925297113753,1,2026-05
AI00000313,U00153,31-40,大连,辽宁,东北,P003,蓝牙耳机,数码配件,SoundGo,深圳声联科技,159.93,74.2,5,0.83,0.0,银行卡,网页商城,老客复购,618大促,PC,S036,校园店,2026-06-14,22,1,不想要了,2,4.0,女,32,新客,B,8.0,15.1,663.71,663.71,0.0,371.0,-371.0,8.0,-402.1,,,1,2026-06
AI00000314,U00329,31-40,大连,辽宁,东北,P006,显示器,电脑办公,ViewStar,青岛海新显示,1480.6,663.5,3,0.98,0.0,支付宝,网页商城,自然搜索,日常,PC,S033,校园店,2025-04-09,18,0,未退货,4,4.0,男,33,新客,B,12.0,27.39,4352.96,0.0,4352.96,1990.5,2362.46,0.0,2323.07,0.5427249503785929,0.5336759354554143,0,2025-04
AI00000315,U00327,31-40,大连,辽宁,东北,P003,蓝牙耳机,数码配件,SoundGo,深圳声联科技,220.74,107.16,2,0.83,30.0,银行卡,网页商城,老客复购,日常,PC,S036,校园店,2026-01-23,20,1,物流破损,3,3.0,女,34,普通会员,B,6.0,18.03,336.43,336.43,0.0,214.32,-214.32,8.0,-246.35,,,0,2026-01
AI00000316,U00271,23-30,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,156.75,77.15,2,0.9,0.0,微信支付,网页商城,信息流广告,日常,iOS,S027,仓储店,2025-10-13,14,0,未退货,3,4.0,女,29,银卡会员,B,10.0,18.02,282.15,0.0,282.15,154.3,127.85,0.0,99.83,0.4531277689172426,0.3538188906609959,0,2025-10
AI00000317,U00347,51-65,深圳,广东,华南,P024,文件夹,图书文具,OfficeKit,大连办公用品,7.05,4.79,2,0.93,5.25,信用卡,第三方平台,自然搜索,日常,iOS,S003,校园店,2025-10-29,10,0,未退货,1,4.0,男,53,普通会员,B,10.0,26.35,7.86,0.0,7.86,9.58,-1.72,0.0,-38.07,-0.2188295165394402,-4.843511450381679,0,2025-10
AI00000318,U00946,41-50,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,36.66,25.26,5,0.99,0.0,微信支付,手机APP,信息流广告,日常,PC,S013,旗舰店,2026-02-02,11,0,未退货,6,4.0,男,45,普通会员,A,6.0,39.14,181.47,0.0,181.47,126.3,55.17,0.0,10.03,0.30401719292445034,0.05527084366561966,0,2026-02
AI00000319,U00230,23-30,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,145.93,72.17,4,0.91,5.0,微信支付,手机APP,短视频,日常,PC,S010,旗舰店,2025-10-02,13,0,未退货,2,4.0,女,29,银卡会员,A,12.0,44.9,526.19,0.0,526.19,288.68,237.51,0.0,180.61,0.4513768790740986,0.3432410346072711,0,2025-10
AI00000320,U01646,31-40,北京,北京,华北,P011,台灯,生活用品,LightHome,宁波明照电器,82.15,52.78,1,1.0,10.0,校园卡,手机APP,短视频,日常,PC,S025,校园店,2025-11-26,10,0,未退货,3,4.0,女,33,普通会员,A,10.0,39.7,72.15,0.0,72.15,52.78,19.37,0.0,-30.33,0.26846846846846845,-0.42037422037422034,0,2025-11
AI00000321,U01551,31-40,青岛,山东,华东,P010,双肩包,生活用品,CampusBag,广州行者箱包,184.04,122.21,3,0.95,0.0,支付宝,手机APP,自然搜索,日常,Android,S015,商场店,2025-05-29,16,0,未退货,5,5.0,男,33,银卡会员,B,8.0,39.65,524.51,0.0,524.51,366.63,157.88,0.0,110.23,0.30100474728794496,0.21015805227736364,0,2025-05
AI00000322,U00518,23-30,杭州,浙江,华东,P022,笔记本,图书文具,NotePlus,义乌文具厂,11.32,6.06,2,0.91,8.24,微信支付,直播间,校园社群,日常,iOS,S009,社区店,2025-07-23,10,0,未退货,3,5.0,男,30,普通会员,A,8.0,50.1,12.36,0.0,12.36,12.12,0.24,0.0,-57.86,0.01941747572815534,-4.681229773462784,0,2025-07
AI00000323,U00272,41-50,大连,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,40.46,27.27,3,0.95,0.0,校园卡,手机APP,短视频,日常,PC,S038,社区店,2026-05-15,19,0,未退货,3,4.0,男,46,银卡会员,A,8.0,21.1,115.31,0.0,115.31,81.81,33.5,0.0,4.4,0.29052120371173357,0.03815800884572024,0,2026-05
AI00000324,U00621,18-22,天津,天津,华北,P006,显示器,电脑办公,ViewStar,青岛海新显示,1278.51,903.68,2,0.91,0.0,校园卡,手机APP,短视频,日常,iOS,S020,仓储店,2025-03-12,9,0,未退货,4,4.0,女,18,普通会员,B,6.0,37.84,2326.89,0.0,2326.89,1807.36,519.53,0.0,475.69,0.2232722646966552,0.20443166630137222,0,2025-03
AI00000325,U01360,41-50,青岛,山东,华东,P021,教材,图书文具,学知书局,北京图书批发,58.18,40.78,1,0.9,0.0,微信支付,第三方平台,自然搜索,日常,iOS,S030,校园店,2025-11-24,23,0,未退货,3,5.0,男,50,银卡会员,A,12.0,38.45,52.36,0.0,52.36,40.78,11.58,0.0,-38.87,0.22116119174942706,-0.7423605805958746,0,2025-11
AI00000326,U00870,23-30,广州,广东,华南,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,145.15,92.57,1,1.0,0.0,银行卡,手机APP,校园社群,日常,PC,S010,旗舰店,2025-04-29,18,0,未退货,4,5.0,男,30,普通会员,A,8.0,32.47,145.15,0.0,145.15,92.57,52.58,0.0,12.11,0.3622459524629693,0.08343093351705132,0,2025-04
AI00000327,U01242,23-30,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,38.66,20.65,2,0.99,0.0,银行卡,手机APP,老客复购,日常,PC,S009,旗舰店,2026-05-03,16,0,未退货,4,3.0,男,23,银卡会员,A,8.0,31.95,76.55,0.0,76.55,41.3,35.25,0.0,-4.7,0.4604833442194644,-0.06139777922926192,1,2026-05
AI00000328,U00616,41-50,大连,辽宁,东北,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,15.46,7.63,3,0.83,5.0,支付宝,手机APP,老客复购,双十一,PC,S005,社区店,2025-11-12,12,0,未退货,2,4.0,女,48,金卡会员,A,10.0,38.84,33.5,0.0,33.5,22.89,10.61,0.0,-38.23,0.31671641791044775,-1.1411940298507461,0,2025-11
AI00000329,U00826,23-30,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,37.69,26.68,2,1.0,0.0,银行卡,手机APP,老客复购,日常,PC,S009,旗舰店,2025-08-08,16,0,未退货,2,5.0,女,25,银卡会员,A,8.0,43.51,75.38,0.0,75.38,53.36,22.02,0.0,-29.49,0.2921199257097373,-0.3912178296630406,0,2025-08
AI00000330,U00219,31-40,沈阳,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,41.0,20.8,2,0.84,0.0,校园卡,网页商城,信息流广告,618大促,PC,S025,校园店,2025-06-04,17,0,未退货,4,4.0,女,33,银卡会员,B,6.0,27.76,68.88,0.0,68.88,41.6,27.28,0.0,-6.48,0.39605110336817656,-0.09407665505226483,0,2025-06
AI00000331,U01065,23-30,成都,四川,西南,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,14.32,7.92,2,0.91,10.42,微信支付,网页商城,信息流广告,日常,iOS,S003,校园店,2025-08-30,15,0,未退货,3,5.0,男,24,普通会员,B,6.0,21.57,15.64,0.0,15.64,15.84,-0.2,0.0,-27.77,-0.01278772378516624,-1.7755754475703325,1,2025-08
AI00000332,U00122,23-30,大连,辽宁,东北,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,39.9,20.11,1,0.86,0.0,支付宝,手机APP,信息流广告,618大促,iOS,S007,仓储店,2026-06-15,22,0,未退货,6,4.0,女,30,新客,A,12.0,37.74,34.31,0.0,34.31,20.11,14.2,0.0,-35.54,0.4138735062663946,-1.0358496065287088,0,2026-06
AI00000333,U00968,18-22,天津,天津,华北,P026,洗面奶,美妆个护,CleanFace,上海日化贸易,49.47,28.14,2,0.9,0.0,信用卡,直播间,直播推荐,日常,PC,S016,社区店,2025-10-15,9,0,未退货,2,5.0,男,18,银卡会员,A,8.0,83.0,89.05,0.0,89.05,56.28,32.77,0.0,-58.23,0.36799550814149357,-0.6539023020774846,0,2025-10
AI00000334,U01394,23-30,沈阳,辽宁,东北,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,67.64,31.18,1,0.94,5.0,校园卡,手机APP,校园社群,日常,PC,S023,仓储店,2025-09-19,12,0,未退货,5,3.0,男,28,普通会员,A,8.0,38.48,58.58,0.0,58.58,31.18,27.4,0.0,-19.08,0.4677364288152953,-0.3257084329122567,0,2025-09
AI00000335,U00061,41-50,成都,四川,西南,P009,保温杯,生活用品,WarmCup,大连优品贸易,30.73,20.18,1,0.96,11.8,支付宝,网页商城,老客复购,日常,Android,S029,校园店,2026-02-27,23,0,未退货,4,4.0,男,44,普通会员,B,8.0,27.0,17.7,0.0,17.7,20.18,-2.48,0.0,-37.48,-0.1401129943502825,-2.1175141242937854,0,2026-02
AI00000336,U00785,23-30,青岛,山东,华东,P014,运动外套,服饰运动,MovePro,上海服饰集团,291.33,166.47,1,0.95,10.0,校园卡,手机APP,短视频,日常,Android,S019,商场店,2025-07-23,13,0,未退货,4,4.0,女,26,普通会员,B,8.0,21.54,266.76,0.0,266.76,166.47,100.29,0.0,70.75,0.37595591542959966,0.26521967311440997,0,2025-07
AI00000337,U00036,23-30,大连,辽宁,东北,P014,运动外套,服饰运动,MovePro,上海服饰集团,235.36,128.85,2,0.87,0.0,银行卡,网页商城,老客复购,日常,PC,S015,社区店,2025-08-23,16,0,未退货,2,5.0,女,28,新客,A,8.0,22.54,409.53,0.0,409.53,257.7,151.83,0.0,121.29,0.370742070178009,0.29616877884404075,1,2025-08
AI00000338,U01042,41-50,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,31.0,16.48,1,0.91,11.28,银行卡,手机APP,老客复购,日常,PC,S009,旗舰店,2025-06-26,21,1,质量问题,5,3.0,男,42,普通会员,A,12.0,28.83,16.93,16.93,0.0,16.48,-16.48,8.0,-65.31,,,0,2025-06
AI00000339,U00030,31-40,大连,辽宁,东北,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,74.74,44.27,2,0.96,0.0,支付宝,手机APP,信息流广告,日常,iOS,S007,仓储店,2025-04-07,15,0,未退货,1,4.0,女,33,普通会员,A,8.0,30.73,143.5,0.0,143.5,88.54,54.96,0.0,16.23,0.38299651567944254,0.11310104529616725,0,2025-04
