StockCode,Description,quantity,revenue,orders,customers,revenue_share,cumulative_share,abc_class
22653,BUTTON BOX,2198,4158.36,231,156,0.0002393327680622364,0.7657931390056221,B
22180,RETROSPOT LAMP,424,4149.2,181,122,0.00023880556787864236,0.7660319445735008,B
22299,PIG KEYRING WITH LIGHT & SOUND,3795,4147.69,128,103,0.00023871866042479662,0.7662706632339256,B
20677,PINK POLKADOT BOWL,3563,4147.58,279,163,0.0002387123294182251,0.7665093755633438,B
15060B,FAIRY CAKE DESIGN UMBRELLA,1137,4138.17,274,174,0.0002381707405833321,0.766747546303927,B
23389,SPACEBOY MINI BACKPACK,1030,4134.5,201,157,0.0002379595151822633,0.7669855058191093,B
21590,KINGS CHOICE CIGAR BOX MATCHES,3438,4128.78,280,203,0.000237630302840543,0.7672231361219498,B
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1487,4127.45,207,142,0.0002375537552156325,0.7674606898771654,B
21591,COSY HOUR CIGAR BOX MATCHES,3325,4124.33,356,264,0.00023737418484742146,0.7676980640620128,B
79341,WILLOW BRANCH LIGHTS.,703,4121.25,63,49,0.00023719691666341822,0.7679352609786763,B
23404,HOME SWEET HOME BLACKBOARD,969,4108.58,136,104,0.00023646769981558674,0.7681717286784918,B
48189,DOORMAT FRIENDSHIP,795,4099.43,58,52,0.00023594107517804468,0.7684076697536698,B
22476,EMPIRE UNION JACK TV DINNER TRAY,1221,4079.4700000000003,188,145,0.0002347922852583354,0.7686424620389282,B
22070,SMALL RED RETROSPOT MUG IN BOX,1426,4078.51,197,156,0.0002347370328373474,0.7688771990717655,B
22426,ENAMEL WASH BOWL CREAM,1182,4073.3,273,182,0.00023443717334427697,0.7691116362451098,B
21534,DAIRY MAID LARGE MILK JUG,851,4071.75,295,199,0.0002343479637062234,0.7693459842088161,B
23397,FOOT STOOL HOME SWEET HOME,434,4069.9,176,139,0.00023424148768661106,0.7695802256965026,B
23241,TREASURE TIN GYMKHANA DESIGN,2005,4060.0,284,183,0.0002336716970951721,0.7698138973935978,B
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,203,4049.85,92,69,0.00023308751785243415,0.7700469849114503,B
10135,COLOURING PENCILS BROWN TUBE,3887,4048.14,249,178,0.00023298909947754923,0.7702799740109278,B
22760,"TRAY, BREAKFAST IN BED",337,4041.1499999999996,103,82,0.0002325867927872302,0.7705125608037151,B
22075,6 RIBBONS ELEGANT CHRISTMAS,2801,4031.2699999999995,256,201,0.00023201815328789514,0.770744578957003,B
22601,CHRISTMAS RETROSPOT ANGEL WOOD,4923,4016.0699999999997,330,257,0.00023114332328891816,0.7709757222802919,B
22833,HALL CABINET WITH 3 DRAWERS,118,4013.59,11,9,0.00023100058786803247,0.7712067228681599,B
22127,PARTY CONES CARNIVAL ASSORTED,3445,3998.45,146,128,0.0002301292111453672,0.7714368520793053,B
21355,TOAST ITS - I LOVE YOU,3339,3982.15,278,213,0.00022919107108067477,0.771666043150386,B
22574,HEART WOODEN CHRISTMAS DECORATION,4684,3980.62,309,253,0.0002291030125347251,0.7718951461629208,B
21535,RETRO SPOT SMALL MILK JUG,1637,3969.15,243,171,0.00022844286121312865,0.7721235890241339,B
22959,WRAP CHRISTMAS VILLAGE,9663,3950.46,280,251,0.0002273671656420181,0.7723509561897759,B
23163,REGENCY SUGAR TONGS,1714,3949.7000000000003,134,95,0.0002273234241420693,0.772578279613918,B
22053,EMPIRE DESIGN ROSETTE,4518,3948.9199999999996,66,61,0.0002272785315500165,0.772805558145468,B
22721,SET OF 3 CAKE TINS SKETCHBOOK,908,3942.82,246,183,0.00022692744845832178,0.7730324855939263,B
79320,FLAMINGO LIGHTS,862,3940.7000000000003,122,67,0.0002268054326953066,0.7732592910266216,B
23129,HEART SHAPED HOLLY WREATH,942,3933.1800000000003,165,138,0.00022637262206423375,0.7734856636486859,B
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,4992,3931.8599999999997,451,306,0.0002262966499853752,0.7737119602986713,B
20982,12 PENCILS TALL TUBE SKULLS,4601,3899.93,487,316,0.00022445893144147153,0.7739364192301128,B
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,799,3899.05,239,164,0.0002244082833888992,0.7741608275135017,B
22474,SPACEBOY TV DINNER TRAY,888,3898.44,188,143,0.00022437317507972973,0.7743852006885814,B
85132A,CHARLIE + LOLA BISCUITS TINS,1183,3896.65,147,98,0.00022427015233642916,0.7746094708409178,B
22612,TEA COSY VINTAGE UNION JACK,988,3885.93,96,83,0.00022365316696872957,0.7748331240078865,B
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,955,3884.51,162,112,0.00022357143942935149,0.7750566954473158,B
22790,"MIRROR, ARCHED GEORGIAN",200,3884.0000000000005,1,1,0.00022354208658070161,0.7752802375338965,B
20677,PINK SPOTTY BOWL,3325,3882.65,266,161,0.00022346438786368717,0.7755037019217602,B
20979,36 PENCILS TUBE RED SPOTTY,3225,3882.29,202,144,0.00022344366820581667,0.775727145589966,B
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,3879.9799999999996,237,180,0.00022331071706781423,0.7759504563070339,B
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,3879.45,122,112,0.00022328021312706042,0.7761737365201609,B
23486,ANTIQUE HEART SHELF UNIT,267,3879.15,68,64,0.0002232629467455017,0.7763969994669063,B
21844,RETRO SPOT MUG,1396,3878.2000000000003,125,102,0.00022320826987056564,0.7766202077367769,B
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2693,3876.97,264,141,0.0002231374777061747,0.7768433452144831,B
22548,HEADS AND TAILS SPORTING FUN,3315,3873.1,375,293,0.00022291474138406674,0.7770662599558671,B
23557,LANDMARK FRAME BAKER STREET,347,3867.85,29,25,0.0002226125797067885,0.7772888725355739,B
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1478,3862.88,189,119,0.00022232653331896512,0.7775111990688929,B
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,3852.44,143,116,0.00022172566324072038,0.7777329247321336,B
46000M,POLYESTER FILLER PAD 45x45cm,2485,3851.75,342,205,0.00022168595056313526,0.7779546106826968,B
20961,STRAWBERRY BATH SPONGE,3138,3850.66,314,177,0.00022162321604347177,0.7781762338987402,B
21987,PACK OF 6 SKULL PAPER CUPS,6320,3848.8,347,209,0.00022151616447780748,0.7783977500632181,B
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1072,3842.84,245,167,0.0002211731390308402,0.7786189232022489,B
21901,"KEY FOB , BACK DOOR",6014,3833.42,575,315,0.00022063097464989522,0.7788395541768988,B
21153,RED SPOTTY TABLECLOTH,370,3832.5,123,91,0.00022057802441311503,0.7790601322013119,B
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1057,3831.27,241,169,0.00022050723224872413,0.7792806394335606,B
21523,FANCY FONT HOME SWEET HOME DOORMAT,622,3822.5,128,76,0.0002200024783611565,0.7795006419119218,B
21143,ANTIQUE GLASS HEART DECORATION,2003,3819.45,152,128,0.00021982693681530912,0.7797204688487371,B
21068,VINTAGE BILLBOARD LOVE/HATE MUG,3901,3817.23,257,149,0.00021969916559177433,0.7799401680143289,B
22896,PEG BAG APPLES DESIGN,1586,3813.6699999999996,263,171,0.00021949427119727707,0.7801596622855261,B
21244,BLUE POLKADOT PLATE,2395,3805.6299999999997,184,128,0.00021903153217150238,0.7803786938176976,B
21539,RETRO SPOTS BUTTER DISH,830,3793.5,147,111,0.00021833339481047668,0.7805970272125081,B
22600,CHRISTMAS RETROSPOT STAR WOOD,4594,3793.3599999999997,345,278,0.00021832533716574924,0.7808153525496738,B
71038,WHITE HANGING BEADS CANDLE HOLDER,717,3789.25,144,85,0.0002180887877383943,0.7810334413374123,B
22747,POPPY'S PLAYHOUSE BATHROOM,1870,3789.0000000000005,327,241,0.00021807439908709536,0.7812515157364993,B
51014A,"FEATHER PEN,HOT PINK",6048,3787.7599999999998,247,161,0.00021800303137665245,0.781469518767876,B
21524,SPOTTY  HOME SWEET HOME DOORMAT,650,3785.5,108,86,0.00021787295796890985,0.7816873917258449,B
23205,CHARLOTTE BAG VINTAGE ALPHABET,4750,3784.52,323,192,0.00021781655445581792,0.7819052082803007,B
22530,MAGIC DRAWING SLATE DOLLY GIRL,9438,3781.8,371,281,0.00021766000592968518,0.7821228682862305,B
22639,SET OF 4 NAPKIN CHARMS HEARTS,1598,3776.22,248,192,0.0002173388512326923,0.7823402071374631,B
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1023,3771.09,272,187,0.00021704359610803757,0.7825572507335712,B
23283,DOORMAT VINTAGE LEAF,541,3766.57,121,100,0.00021678344929255231,0.7827740341828637,B
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.6400000000003,198,151,0.00021661481429932847,0.7829906489971631,B
23050,RECYCLED ACAPULCO MAT GREEN,459,3763.55,176,116,0.00021660963438486084,0.7832072586315479,B
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,3761.9199999999996,195,172,0.00021651582037839154,0.7834237744519263,B
22892,SET OF SALT AND PEPPER TOADSTOOLS,3084,3759.2400000000002,248,145,0.0002163615740364667,0.7836401360259628,B
21679,SKULLS  STICKERS,4691,3756.47,268,181,0.00021620214778007415,0.7838563381737429,B
22926,IVORY GIANT GARDEN THERMOMETER,649,3753.55,201,152,0.00021603408833290228,0.7840723722620758,B
23193,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57,137,109,0.00021586257560941862,0.7842882348376853,B
23184,BULL DOG BOTTLE OPENER,778,3749.5,197,129,0.00021580099218185907,0.7845040358298672,B
23534,WALL ART STOP FOR TEA,688,3748.1800000000003,153,131,0.00021572502010300053,0.7847197608499702,B
22573,STAR WOODEN CHRISTMAS DECORATION,4502,3739.3399999999997,290,235,0.00021521623739306916,0.7849349770873633,B
21955,UNION JACK GUNS & ROSES  DOORMAT,747,3737.4500000000003,87,49,0.00021510745918924902,0.7851500845465526,B
22736,RIBBON REEL MAKING SNOWMEN,2274,3735.2599999999998,293,228,0.00021498141460387006,0.7853650659611564,B
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1914,3734.0400000000004,237,123,0.00021491119798553116,0.785579977159142,B
20963,APPLE BATH SPONGE,3038,3729.29,293,168,0.0002146378136108508,0.7857946149727528,B
22782,SET 3 WICKER STORAGE BASKETS,254,3712.2999999999997,84,75,0.00021365996086857323,0.7860082749336214,B
22797,CHEST OF DRAWERS GINGHAM HEART,222,3711.24,125,98,0.00021359895298706563,0.7862218738866085,B
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1003,3709.63,189,149,0.00021350629007270031,0.7864353801766811,B
21714,CITRONELLA CANDLE GARDEN POT,3357,3707.37,322,230,0.00021337621666495766,0.7866487563933461,B
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2415,3703.9499999999994,232,132,0.00021317937991518782,0.7868619357732612,B
21810,CHRISTMAS HANGING STAR WITH BELL,6281,3698.65,241,171,0.00021287434050764982,0.7870748101137689,B
23309,SET OF 60 I LOVE LONDON CAKE CASES,7670,3697.7000000000003,294,178,0.00021281966363271377,0.7872876297774016,B
21495,SKULLS AND CROSSBONES WRAP,9065,3695.3,267,150,0.0002126815325802437,0.7875003113099819,B
23351,ROLL WRAP 50'S CHRISTMAS,3054,3694.02,271,242,0.000212607862685593,0.7877129191726675,B
20981,12 PENCILS TALL TUBE WOODLAND,4431,3691.47,427,290,0.00021246109844234358,0.7879253802711098,B
21034,REX CASH+CARRY JUMBO SHOPPER,3884,3689.7999999999997,1857,800,0.0002123649822516665,0.7881377452533614,B
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,900,3689.2799999999997,169,112,0.00021233505385696464,0.7883500803072184,B
21470,FLOWER VINE RAFFIA FOOD COVER,1011,3687.1800000000003,266,160,0.0002122141891860534,0.7885622944964045,B
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,3686.1400000000003,235,170,0.0002121543323966497,0.7887744488288011,B
22272,FELTCRAFT DOLL MARIA,1343,3684.9100000000003,276,207,0.00021208354023225878,0.7889865323690334,B
84950,ASSORTED COLOUR T-LIGHT HOLDER,5610,3677.1400000000003,221,156,0.000211636340949887,0.7891981687099833,B
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1947,3675.55,211,159,0.00021154482912762559,0.7894097135391109,B
23110,PARISIENNE KEY CABINET,662,3673.7,219,157,0.00021143835310801322,0.7896211518922189,B
21472,LADYBIRD + BEE RAFFIA FOOD COVER,999,3669.45,235,161,0.00021119374603593085,0.7898323456382549,B
85053,FRENCH ENAMEL CANDLEHOLDER,1845,3667.2900000000004,277,185,0.00021106942808870783,0.7900434150663436,B
22284,HEN HOUSE DECORATION,2341,3665.2499999999995,233,157,0.00021095201669410824,0.7902543670830376,B
22594,CHRISTMAS GINGHAM TREE,4354,3661.12,290,232,0.00021071431617464937,0.7904650813992123,B
22980,PANTRY SCRUBBING BRUSH,2286,3656.9399999999996,242,198,0.0002104737379249307,0.7906755551371373,B
21494,ROTATING LEAVES T-LIGHT HOLDER,2813,3655.28,241,147,0.0002103781972803056,0.7908859333344176,B
22823,CHEST NATURAL WOOD 20 DRAWERS,32,3655.0,18,17,0.00021036208199085073,0.7910962954164085,B
47580,TEA TIME DES TEA COSY,1533,3651.91,263,158,0.00021018423826079554,0.7913064796546693,B
20675,BLUE POLKADOT BOWL,3116,3649.9700000000003,275,180,0.0002100725823267156,0.791516552236996,B
21238,RED SPOTTY CUP,4473,3649.17,360,201,0.0002100265386425589,0.7917265787756386,B
21592,RETRO SPOT  CIGAR BOX MATCHES,3101,3648.25,187,157,0.0002099735884057787,0.7919365523640444,B
21795,SET OF 3 BLUE STRIPE BASKET,436,3632.9700000000003,76,64,0.00020909415403838608,0.7921456465180827,B
22359,GLASS JAR KINGS CHOICE,1185,3631.87,147,111,0.0002090308439726706,0.7923546773620554,B
85049C,ROMANTIC PINKS RIBBONS,2927,3630.32,459,303,0.00020894163433461704,0.79256361899639,B
22830,UTILTY CABINET WITH HOOKS,178,3623.2000000000003,16,14,0.00020853184554562256,0.7927721508419356,B
21064,BOOM BOX SPEAKER BOYS,721,3620.65,103,75,0.00020838508130237312,0.792980535923238,B
23064,CINDERELLA CHANDELIER,220,3617.6000000000004,22,20,0.00020820953975652577,0.7931887454629946,B
21243,PINK  POLKADOT PLATE,2282,3614.66,172,117,0.00020804032921724994,0.7933967857922118,B
22544,MINI JIGSAW SPACEBOY,9209,3613.4,261,196,0.00020796781041470318,0.7936047536026265,B
22788,BROCANTE COAT RACK,459,3609.95,68,51,0.00020776924702677746,0.7938125228496533,B
21911,GARDEN METAL SIGN,2374,3609.8999999999996,256,200,0.00020776636929651764,0.7940202892189498,B
21244,BLUE  SPOTTY PLATE,2272,3609.2799999999997,179,120,0.00020773068544129622,0.7942280199043912,B
21899,"KEY FOB , GARAGE DESIGN",5785,3601.73,408,266,0.00020729614817206754,0.7944353160525632,B
22458,CAST IRON HOOK GARDEN FORK,1487,3599.6099999999997,151,121,0.0002071741324090523,0.7946424901849722,B
22843,BISCUIT TIN VINTAGE GREEN,573,3591.73,161,134,0.00020672060212010898,0.7948492107870924,B
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2949,3590.06,182,98,0.0002066244859294319,0.7950558352730218,B
21913,VINTAGE SEASIDE JIGSAW PUZZLES,988,3590.02,204,170,0.00020662218374522406,0.795262457456767,B
20754,RETROSPOT RED WASHING UP GLOVES,1804,3581.76,341,208,0.00020614678270630633,0.7954686042394733,B
22398,MAGNETS PACK OF 4 SWALLOWS,4186,3573.95,394,273,0.00020569728123972668,0.7956743015207131,B
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,169,103,0.00020562821571349166,0.7958799297364265,B
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.26,125,96,0.00020536979553616226,0.7960852995319627,B
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",4371,3563.5499999999997,273,166,0.00020509871334568978,0.7962903982453085,B
21042,RED RETROSPOT APRON,637,3556.15,159,109,0.00020467280926724047,0.7964950710545757,B
35924,HANGING FAIRY CAKE DECORATION,2003,3554.4,100,65,0.0002045720887081477,0.7966996431432839,B
22704,WRAP RED APPLES,8650,3553.0,293,207,0.0002044915122608735,0.7969041346555448,B
23299,FOOD COVER WITH BEADS SET 2,977,3545.17,121,109,0.00020404085970218998,0.7971081755152469,B
84598,BOYS ALPHABET IRON ON PATCHES,18241,3542.61,41,30,0.0002038935199128886,0.7973120690351598,B
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1919,3533.2499999999995,141,106,0.00020335480880825533,0.7975154238439681,B
21181,PLEASE ONE PERSON  METAL SIGN,1787,3524.7000000000003,150,124,0.00020286271693383082,0.7977182865609019,B
22125,UNION JACK HOT WATER BOTTLE,608,3514.6000000000004,157,117,0.00020228141542135268,0.7979205679763233,B
22497,SET OF 2 TINS VINTAGE BATHROOM,838,3511.5,205,160,0.0002021029961452455,0.7981226709724685,B
22080,RIBBON REEL SPOTS DESIGN,2157,3509.05,244,199,0.00020196198736251568,0.798324632959831,B
23236,STORAGE TIN VINTAGE DOILY,1235,3502.15,158,124,0.0002015648605866643,0.7985261978204177,B
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,1429,3498.1499999999996,217,142,0.00020133464216588084,0.7987275324625835,B
70006,LOVE HEART POCKET WARMER,4184,3495.5,171,141,0.00020118212246211185,0.7989287145850457,B
23089,GLASS BON BON JAR,2135,3495.2699999999995,134,101,0.00020116888490291675,0.7991298834699486,B
21499,BLUE POLKADOT WRAP,8675,3493.5,262,200,0.00020106701325172012,0.7993309504832004,B
22744,MAKE YOUR OWN MONSOON CARD KIT,1391,3489.4900000000002,254,196,0.00020083621928488476,0.7995317867024853,B
22057,CERAMIC PLATE STRAWBERRY DESIGN,2903,3484.35,173,113,0.00020054038861417806,0.7997323270910994,B
71477,COLOURED GLASS STAR T-LIGHT HOLDER,996,3474.88,42,31,0.0001999953465029733,0.7999323224376024,B
23081,GREEN METAL BOX ARMY SUPPLIES,437,3474.39,111,78,0.00019996714474642733,0.8001322895823488,B
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1284,3474.14,174,148,0.00019995275609512836,0.8003322423384439,B
22118,JOY WOODEN BLOCK LETTERS,765,3466.03,243,195,0.00019948598824699,0.800531728326691,B
23111,PARISIENNE SEWING BOX,296,3464.8,124,80,0.0001994151960825991,0.8007311435227735,B
22334,DINOSAUR PARTY BAG + STICKER SET,2196,3460.24,246,180,0.00019915274708290598,0.8009302962698565,B
23349,ROLL WRAP VINTAGE CHRISTMAS,2847,3450.39,246,214,0.0001985858342217268,0.8011288821040782,B
84558A,3D DOG PICTURE PLAYING CARDS,1207,3445.4500000000003,169,116,0.0001983015144720593,0.8013271836185503,B
23085,ANTIQUE SILVER BAUBLE LAMP,369,3437.7000000000003,72,64,0.00019785546628179143,0.8015250390848321,B
23112,PARISIENNE CURIO CABINET,471,3437.3,183,134,0.00019783244443971309,0.8017228715292718,B
85206A,CREAM FELT EASTER EGG BASKET,2148,3436.2,283,234,0.00019776913437399762,0.8019206406636458,B
21992,VINTAGE PAISLEY STATIONERY SET,2064,3436.04,308,242,0.0001977599256371663,0.802118400589283,B
23130,MISTLETOE HEART WREATH GREEN,838,3435.6200000000003,162,135,0.00019773575270298405,0.802316136341986,B
20692,FLORAL ELEPHANT SOFT TOY,879,3434.25,116,75,0.0001976569028938657,0.8025137932448798,B
21743,STAR PORTABLE TABLE LIGHT,1229,3433.55,139,117,0.00019761661467022863,0.80271140985955,B
23497,CLASSIC CHROME BICYCLE BELL,2451,3431.35,170,149,0.00019748999453879772,0.8029088998540889,B
84968B,S/16 VINTAGE IVORY CUTLERY,276,3420.0,76,49,0.00019683674976982477,0.8031057366038586,B
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,156,128,0.00019671185627654977,0.8033024484601352,B
23535,WALL ART BICYCLE SAFETY,644,3412.52,120,102,0.00019640624132295976,0.8034988547014582,B
21041,RED SPOTTY OVEN GLOVE DOUBLE,1232,3408.4,130,78,0.00019616911634955285,0.8036950238178078,B
21509,COWBOYS AND INDIANS BIRTHDAY CARD,8455,3396.07,498,264,0.00019545946806748797,0.8038904832858753,B
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.3499999999995,240,178,0.0001953029195413552,0.8040857862054167,B
22320,BIRDS MOBILE VINTAGE DESIGN,578,3390.46,169,130,0.0001951365867323392,0.804280922792149,B
22602,CHRISTMAS RETROSPOT HEART WOOD,4217,3384.77,241,199,0.00019480910102877478,0.8044757318931778,B
20748,KENSINGTON COFFEE SET,359,3371.25,114,86,0.00019403096276652683,0.8046697628559443,B
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",181,3362.5699999999997,24,23,0.00019353138879342678,0.8048632942447377,B
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",4216,3360.0,262,166,0.00019338347345807346,0.8050566777181958,B
84508A,CAMOFLAGE DESIGN TEDDY,1584,3358.8,42,31,0.00019331440793183844,0.8052499921261276,B
21717,EASTER TIN BUCKET,1405,3355.95,143,122,0.00019315037730703024,0.8054431425034346,B
21238,RED RETROSPOT CUP,4175,3355.05,340,186,0.00019309857816235398,0.8056362410815969,B
22425,ENAMEL COLANDER CREAM,692,3352.01,240,179,0.00019292361216255858,0.8058291646937595,B
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,3348.5999999999995,177,115,0.00019272735095884067,0.8060218920447184,B
22047,EMPIRE GIFT WRAP,8225,3340.5,260,211,0.0001922611586567543,0.8062141532033752,B
48197,DOOR MAT BIRD ON THE WIRE,562,3337.8,121,70,0.00019210576122272548,0.8064062589645979,B
23294,SET OF 6 SNACK LOAF BAKING CASES,4264,3336.94,291,214,0.00019205626426225703,0.8065983152288602,B
22478,BIRDHOUSE GARDEN MARKER,2537,3336.85,216,176,0.0001920510843477894,0.806790366313208,B
23552,BICYCLE PUNCTURE REPAIR KIT,1730,3336.7200000000003,103,93,0.00019204360224911397,0.8069824099154571,B
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1309,3334.51,263,199,0.0001919164065716311,0.8071743263220288,B
47505,MINATURE COLOURED GARDENING SET,716,3331.7000000000003,160,129,0.00019175467813103077,0.8073660810001598,B
22777,GLASS CLOCHE LARGE,420,3324.3500000000004,75,66,0.00019133165178284123,0.8075574126519427,B
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,815,3320.31,137,95,0.00019109913117784996,0.8077485117831206,B
23189,SET OF 12 FORK CANDLES,1215,3319.35,113,89,0.00019104387875686193,0.8079395556618775,B
22314,OFFICE MUG WARMER CHOC+BLUE,1020,3315.5400000000004,180,101,0.00019082459571106576,0.8081303802575885,B
23210,WHITE ROCKING HORSE HAND PAINTED,2750,3311.5,154,115,0.00019059207510607447,0.8083209723326946,B
22445,PENCIL CASE LIFE IS BEAUTIFUL,1138,3311.3,208,144,0.00019058056418503531,0.8085115528968797,B
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5484,3304.59,509,256,0.00019019437278417113,0.8087017472696639,B
21067,VINTAGE RED TEATIME MUG,4517,3302.7200000000003,180,130,0.0001900867456724549,0.8088918340153364,B
23571,TRADITIONAL NAUGHTS & CROSSES,2018,3300.8999999999996,216,195,0.00018998199629099839,0.8090818160116273,B
21500,PINK POLKADOT WRAP,8125,3298.5,260,191,0.00018984386523852837,0.8092716598768659,B
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.2200000000003,184,117,0.00018977019534387768,0.8094614300722097,B
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1534,3293.7,159,110,0.00018956760313358823,0.8096509976753433,B
22962,JAM JAR WITH PINK LID,4141,3293.65,257,183,0.00018956472540332847,0.8098405624007466,B
21787,RAIN PONCHO WITH RED SPOTS,4462,3288.7000000000003,118,98,0.000189279830107609,0.8100298422308543,B
21556,CERAMIC STRAWBERRY MONEY BOX,1370,3281.1,174,132,0.00018884241510812048,0.8102186846459624,B
23091,ZINC HERB GARDEN CONTAINER,535,3279.82,187,155,0.0001887687452134698,0.8104074533911758,B
22536,MAGIC DRAWING SLATE PURDEY,8378,3265.56,313,233,0.0001879480165433769,0.8105954014077192,B
23009,I LOVE LONDON BABY GIFT SET,209,3262.5499999999997,61,48,0.00018777477718173735,0.810783176184901,B
22807,SET OF 6 T-LIGHTS TOADSTOOLS,1192,3257.0400000000004,183,125,0.00018745765130710824,0.8109706338362082,B
23332,IVORY WICKER HEART LARGE,1979,3255.7499999999995,267,207,0.00018738340586640554,0.8111580172420746,B
22778,GLASS CLOCHE SMALL,890,3255.66,143,106,0.0001873782259519379,0.8113453954680265,B
21902,"KEY FOB , FRONT  DOOR",5225,3244.59,408,250,0.00018674109647241982,0.811532136564499,B
22603,CHRISTMAS RETROSPOT TREE WOOD,3949,3239.6499999999996,301,236,0.00018645677672275227,0.8117185933412218,B
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,1402,3236.7,153,113,0.0001862869906374245,0.8119048803318591,B
22355,"CHARLOTTE BAG , SUKI DESIGN",4072,3233.7,234,145,0.00018611432682183693,0.812090994658681,B
84352,SILVER CHRISTMAS TREE BAUBLE STAND,198,3232.1,118,90,0.00018602223945352357,0.8122770168981345,B
20983,12 PENCILS TALL TUBE RED RETROSPOT,3807,3229.7099999999996,336,245,0.00018588468394710545,0.8124629015820816,B
84580,MOUSE TOY WITH PINK T-SHIRT,860,3228.8,312,197,0.00018583230925637727,0.812648733891338,B
21794,CLASSIC FRENCH STYLE BASKET NATURAL,677,3226.87,152,123,0.00018572122886834926,0.8128344551202064,B
21917,SET 12 KIDS  WHITE CHALK STICKS,7892,3226.38,381,246,0.0001856930271118033,0.8130201481473182,B
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65,131,122,0.00018559345764481447,0.813205741604963,B
22440,BALLOON WATER BOMB PACK OF 35,8296,3224.52,258,187,0.000185585975546139,0.8133913275805091,B
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,1371,3215.25,154,93,0.0001850524443559734,0.8135763800248651,B
22352,LUNCHBOX WITH CUTLERY RETROSPOT,1359,3214.35,191,114,0.00018500064521129715,0.8137613806700764,B
22461,SAVOY ART DECO CLOCK,394,3214.2999999999997,130,82,0.00018499776748103733,0.8139463784375575,B
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,180,135,0.00018481301719835866,0.8141311914547558,B
22765,NEWSPAPER STAND,300,3210.3,42,36,0.00018476754906025396,0.814315959003816,B
21732,RED HANGING METAL STAR TLIGHT HLDR,923,3199.17,56,50,0.00018412696630442407,0.8145000859701205,B
22769,CHALKBOARD KITCHEN ORGANISER,164,3198.8,35,32,0.0001841056711005016,0.814684191641221,B
22589,CARDHOLDER GINGHAM STAR,1225,3197.39,197,170,0.00018402451910717543,0.8148682161603281,B
20675,BLUE SPOTTY BOWL,2700,3197.16,258,157,0.0001840112815479804,0.8150522274418761,B
23230,WRAP ALPHABET DESIGN,7925,3196.5,232,178,0.00018397329550855112,0.8152362007373847,B
21349,IVY HEART WREATH,492,3193.0,127,113,0.00018377185439036564,0.815419972591775,B
21211,SET OF 72 SKULL PAPER  DOILIES,2321,3192.6499999999996,184,139,0.00018375171027854706,0.8156037243020535,B
21112,"SWISS ROLL TOWEL, PINK  SPOTS",1411,3190.4500000000003,101,86,0.00018362509014711623,0.8157873493922007,B
22312,OFFICE MUG WARMER POLKADOT,995,3186.7900000000004,188,104,0.0001834144402920994,0.8159707638324928,B
23426,METAL SIGN DROP YOUR PANTS,1230,3186.78,171,126,0.00018341386474604742,0.8161541776972389,B
20966,SANDWICH BATH SPONGE,2576,3182.0,232,137,0.00018313875373321124,0.8163373164509721,B
