antecedent_code,antecedent,consequent_code,consequent,pair_orders,support,confidence,lift
21467,CHERRY CROCHET FOOD COVER,21471,STRAWBERRY RAFFIA FOOD COVER,53,0.0015816174276335423,0.27040816326530615,42.14594209776934
21467,CHERRY CROCHET FOOD COVER,21470,FLOWER VINE RAFFIA FOOD COVER,53,0.0015816174276335423,0.27040816326530615,35.95784742468416
21467,CHERRY CROCHET FOOD COVER,21465,PINK FLOWER CROCHET FOOD COVER,35,0.0010444643390032826,0.17857142857142858,40.9858121330724
21468,BUTTERFLY CROCHET FOOD COVER,21465,PINK FLOWER CROCHET FOOD COVER,36,0.0010743061772605193,0.32432432432432434,74.43909663087746
21468,BUTTERFLY CROCHET FOOD COVER,21470,FLOWER VINE RAFFIA FOOD COVER,33,0.0009847806624888092,0.2972972972972973,39.53346203346203
21468,BUTTERFLY CROCHET FOOD COVER,21469,POLKA DOT RAFFIA FOOD COVER,30,0.0008952551477170994,0.2702702702702703,53.90926640926641
21468,BUTTERFLY CROCHET FOOD COVER,21466,RED FLOWER CROCHET FOOD COVER,30,0.0008952551477170994,0.2702702702702703,40.4319498069498
21468,BUTTERFLY CROCHET FOOD COVER,21467,CHERRY CROCHET FOOD COVER,24,0.0007162041181736795,0.21621621621621623,36.966354109211245
21469,POLKA DOT RAFFIA FOOD COVER,21470,FLOWER VINE RAFFIA FOOD COVER,40,0.001193673530289466,0.23809523809523808,31.66099773242631
21469,POLKA DOT RAFFIA FOOD COVER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,39,0.0011638316920322292,0.23214285714285715,1.6664753947851634
21469,POLKA DOT RAFFIA FOOD COVER,21212,PACK OF 72 RETRO SPOT CAKE CASES,36,0.0010743061772605193,0.21428571428571427,3.047841377637643
21469,POLKA DOT RAFFIA FOOD COVER,21467,CHERRY CROCHET FOOD COVER,35,0.0010444643390032826,0.20833333333333334,35.61862244897959
21469,POLKA DOT RAFFIA FOOD COVER,21471,STRAWBERRY RAFFIA FOOD COVER,35,0.0010444643390032826,0.20833333333333334,32.470930232558146
21470,FLOWER VINE RAFFIA FOOD COVER,21466,RED FLOWER CROCHET FOOD COVER,68,0.002029245001492092,0.2698412698412698,40.36777210884354
21470,FLOWER VINE RAFFIA FOOD COVER,21465,PINK FLOWER CROCHET FOOD COVER,60,0.0017905102954341987,0.23809523809523808,54.64774951076321
21470,FLOWER VINE RAFFIA FOOD COVER,21471,STRAWBERRY RAFFIA FOOD COVER,59,0.001760668457176962,0.23412698412698413,36.491140642303435
21470,FLOWER VINE RAFFIA FOOD COVER,21467,CHERRY CROCHET FOOD COVER,53,0.0015816174276335423,0.21031746031746032,35.95784742468416
21470,FLOWER VINE RAFFIA FOOD COVER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,50,0.0014920919128618322,0.1984126984126984,1.4243379442608235
21471,STRAWBERRY RAFFIA FOOD COVER,21470,FLOWER VINE RAFFIA FOOD COVER,59,0.001760668457176962,0.2744186046511628,36.491140642303435
21471,STRAWBERRY RAFFIA FOOD COVER,21472,LADYBIRD + BEE RAFFIA FOOD COVER,57,0.0017009847806624889,0.2651162790697674,40.018227529855444
21471,STRAWBERRY RAFFIA FOOD COVER,21467,CHERRY CROCHET FOOD COVER,53,0.0015816174276335423,0.24651162790697675,42.14594209776934
21471,STRAWBERRY RAFFIA FOOD COVER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,0.001432408236347359,0.22325581395348837,1.6026783045375739
21471,STRAWBERRY RAFFIA FOOD COVER,21466,RED FLOWER CROCHET FOOD COVER,40,0.001193673530289466,0.18604651162790697,27.832225913621265
21472,LADYBIRD + BEE RAFFIA FOOD COVER,21471,STRAWBERRY RAFFIA FOOD COVER,57,0.0017009847806624889,0.25675675675675674,40.018227529855444
21472,LADYBIRD + BEE RAFFIA FOOD COVER,21467,CHERRY CROCHET FOOD COVER,55,0.0016413011041480155,0.24774774774774774,42.35728075013789
21472,LADYBIRD + BEE RAFFIA FOOD COVER,21466,RED FLOWER CROCHET FOOD COVER,46,0.0013727245598328856,0.2072072072072072,30.99782818532818
21472,LADYBIRD + BEE RAFFIA FOOD COVER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,0.0013428827215756492,0.20270270270270271,1.4551344403529494
21472,LADYBIRD + BEE RAFFIA FOOD COVER,21470,FLOWER VINE RAFFIA FOOD COVER,44,0.0013130408833184125,0.1981981981981982,26.355641355641357
21473,SWEETHEART CREAM STEEL TABLE RECT,21474,SWEETHEART CREAM STEEL FOLDIN BENCH,42,0.001253357206803939,0.525,199.9176136363636
21473,SWEETHEART CREAM STEEL TABLE RECT,21476,STEEL SWEETHEART ROUND TABLE CREAM,20,0.000596836765144733,0.25,125.03731343283582
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,21473,SWEETHEART CREAM STEEL TABLE RECT,42,0.001253357206803939,0.4772727272727273,199.9176136363636
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,0.0007758877946881528,0.29545454545454547,2.1209686842720257
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,21476,STEEL SWEETHEART ROUND TABLE CREAM,21,0.0006266786034019695,0.23863636363636365,119.35379918588873
21476,STEEL SWEETHEART ROUND TABLE CREAM,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,0.0006565204416592062,0.3283582089552239,2.3571730038752254
21476,STEEL SWEETHEART ROUND TABLE CREAM,21474,SWEETHEART CREAM STEEL FOLDIN BENCH,21,0.0006266786034019695,0.31343283582089554,119.35379918588873
21476,STEEL SWEETHEART ROUND TABLE CREAM,21473,SWEETHEART CREAM STEEL TABLE RECT,20,0.000596836765144733,0.29850746268656714,125.03731343283582
21478,SILVER SKULL HOT WATER BOTTLE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,0.0006266786034019695,0.328125,2.3554988753213366
21479,WHITE SKULL HOT WATER BOTTLE,22111,SCOTTIE DOG HOT WATER BOTTLE,185,0.00552074007758878,0.27007299270072993,6.5485860965278295
21479,WHITE SKULL HOT WATER BOTTLE,84029E,RED WOOLLY HOTTIE WHITE HEART.,168,0.005013428827215756,0.24525547445255474,9.111431207211874
21479,WHITE SKULL HOT WATER BOTTLE,22112,CHOCOLATE HOT WATER BOTTLE,167,0.00498358698895852,0.24379562043795622,5.945845153475919
21479,WHITE SKULL HOT WATER BOTTLE,22114,HOT WATER BOTTLE TEA AND SYMPATHY,143,0.00426738287078484,0.20875912408759123,5.729335174590649
21479,WHITE SKULL HOT WATER BOTTLE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,134,0.00399880632646971,0.19562043795620437,1.404293246767868
21481,FAWN BLUE HOT WATER BOTTLE,22111,SCOTTIE DOG HOT WATER BOTTLE,202,0.006028051327961802,0.2623376623376623,6.361023925423345
21481,FAWN BLUE HOT WATER BOTTLE,22114,HOT WATER BOTTLE TEA AND SYMPATHY,160,0.004774694121157864,0.2077922077922078,5.702798430071157
21481,FAWN BLUE HOT WATER BOTTLE,21484,CHICK GREY HOT WATER BOTTLE,146,0.004356908385556551,0.18961038961038962,10.117586235420632
21481,FAWN BLUE HOT WATER BOTTLE,84029E,RED WOOLLY HOTTIE WHITE HEART.,142,0.004237541032527604,0.18441558441558442,6.851182077346158
21481,FAWN BLUE HOT WATER BOTTLE,21485,RED SPOT HEART HOT WATER BOTTLE,140,0.0041778573560131305,0.18181818181818182,5.265969985071108
21482,MUSHROOM BLUE HOT WATER BOTTLE,21481,FAWN BLUE HOT WATER BOTTLE,71,0.002118770516263802,0.5772357723577236,25.12100095026924
21482,MUSHROOM BLUE HOT WATER BOTTLE,22111,SCOTTIE DOG HOT WATER BOTTLE,35,0.0010444643390032826,0.2845528455284553,6.899685856482298
21482,MUSHROOM BLUE HOT WATER BOTTLE,22114,HOT WATER BOTTLE TEA AND SYMPATHY,34,0.001014622500746046,0.2764227642276423,7.58634465951539
21482,MUSHROOM BLUE HOT WATER BOTTLE,84029E,RED WOOLLY HOTTIE WHITE HEART.,30,0.0008952551477170994,0.24390243902439024,9.061164891028067
21482,MUSHROOM BLUE HOT WATER BOTTLE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,0.0007162041181736795,0.1951219512195122,1.4007147783560097
21484,CHICK GREY HOT WATER BOTTLE,21485,RED SPOT HEART HOT WATER BOTTLE,222,0.006624888093106535,0.3535031847133758,10.238454381802267
21484,CHICK GREY HOT WATER BOTTLE,22111,SCOTTIE DOG HOT WATER BOTTLE,201,0.005998209489704566,0.3200636942675159,7.7607340049959905
21484,CHICK GREY HOT WATER BOTTLE,21481,FAWN BLUE HOT WATER BOTTLE,146,0.004356908385556551,0.23248407643312102,10.117586235420632
21484,CHICK GREY HOT WATER BOTTLE,22112,CHOCOLATE HOT WATER BOTTLE,132,0.003939122649955237,0.21019108280254778,5.126275971407115
21484,CHICK GREY HOT WATER BOTTLE,22110,BIRD HOUSE HOT WATER BOTTLE,125,0.0037302297821545805,0.19904458598726116,22.68702066813987
21485,RED SPOT HEART HOT WATER BOTTLE,22111,SCOTTIE DOG HOT WATER BOTTLE,473,0.014115189495672933,0.40881590319792566,9.9127503011306
21485,RED SPOT HEART HOT WATER BOTTLE,22112,CHOCOLATE HOT WATER BOTTLE,335,0.009997015816174277,0.2895419187554019,7.061535442135021
21485,RED SPOT HEART HOT WATER BOTTLE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,269,0.008027454491196658,0.23249783923941228,1.6690236917122334
21485,RED SPOT HEART HOT WATER BOTTLE,84029E,RED WOOLLY HOTTIE WHITE HEART.,259,0.007729036108624291,0.22385479688850476,8.316379427642788
21485,RED SPOT HEART HOT WATER BOTTLE,22114,HOT WATER BOTTLE TEA AND SYMPATHY,247,0.007370934049537451,0.21348314606741572,5.858984623029567
21486,PINK HEART DOTS HOT WATER BOTTLE,21485,RED SPOT HEART HOT WATER BOTTLE,62,0.0018501939719486721,0.4025974025974026,11.660362109800312
21486,PINK HEART DOTS HOT WATER BOTTLE,22112,CHOCOLATE HOT WATER BOTTLE,56,0.0016711429424052522,0.36363636363636365,8.86859865025804
21486,PINK HEART DOTS HOT WATER BOTTLE,84029E,RED WOOLLY HOTTIE WHITE HEART.,54,0.0016114592658907788,0.35064935064935066,13.026895499179313
21486,PINK HEART DOTS HOT WATER BOTTLE,22111,SCOTTIE DOG HOT WATER BOTTLE,48,0.001432408236347359,0.3116883116883117,7.557652188621798
21486,PINK HEART DOTS HOT WATER BOTTLE,22114,HOT WATER BOTTLE TEA AND SYMPATHY,47,0.0014025663980901223,0.3051948051948052,8.375985194167011
21488,RED WHITE SCARF  HOT WATER BOTTLE,84029E,RED WOOLLY HOTTIE WHITE HEART.,133,0.003968964488212474,0.4666666666666667,17.337028824833705
21488,RED WHITE SCARF  HOT WATER BOTTLE,22114,HOT WATER BOTTLE TEA AND SYMPATHY,81,0.0024171888988361685,0.28421052631578947,7.800077589551274
21488,RED WHITE SCARF  HOT WATER BOTTLE,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,79,0.002357505222321695,0.2771929824561403,13.307645905594933
21488,RED WHITE SCARF  HOT WATER BOTTLE,21485,RED SPOT HEART HOT WATER BOTTLE,79,0.002357505222321695,0.2771929824561403,8.028294591275078
21488,RED WHITE SCARF  HOT WATER BOTTLE,22112,CHOCOLATE HOT WATER BOTTLE,70,0.0020889286780065653,0.24561403508771928,5.99019382517429
21491,SET OF THREE VINTAGE GIFT WRAPS,22086,PAPER CHAIN KIT 50'S CHRISTMAS,53,0.0015816174276335423,0.2535885167464115,5.3681308882957985
21491,SET OF THREE VINTAGE GIFT WRAPS,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,43,0.0012831990450611758,0.20574162679425836,5.948578010246418
21491,SET OF THREE VINTAGE GIFT WRAPS,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,0.0011041480155177558,0.17703349282296652,1.2708638270131978
21491,SET OF THREE VINTAGE GIFT WRAPS,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,33,0.0009847806624888092,0.15789473684210525,6.26901970566226
21491,SET OF THREE VINTAGE GIFT WRAPS,22952,72 CAKE CASES VINTAGE CHRISTMAS,32,0.0009549388242315727,0.15311004784688995,6.079049411551283
21494,ROTATING LEAVES T-LIGHT HOLDER,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,64,0.0019098776484631453,0.3033175355450237,21.579980076674616
21494,ROTATING LEAVES T-LIGHT HOLDER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,0.0011041480155177558,0.17535545023696683,1.25881772438748
21494,ROTATING LEAVES T-LIGHT HOLDER,84879,ASSORTED COLOUR BIRD ORNAMENT,30,0.0008952551477170994,0.14218009478672985,1.8560401154278603
21494,ROTATING LEAVES T-LIGHT HOLDER,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,0.0008355714712026261,0.13270142180094788,2.8091122201830467
21494,ROTATING LEAVES T-LIGHT HOLDER,21232,STRAWBERRY CERAMIC TRINKET BOX,24,0.0007162041181736795,0.11374407582938388,2.1105005432129866
21495,SKULLS WRAP,21498,RED SPOTS  WRAP,104,0.003103551178752611,0.3032069970845481,13.51125860678618
21495,SKULLS WRAP,22045,SPACE BOY GIFT WRAP,101,0.003014025663980901,0.2944606413994169,22.124161644157983
21495,SKULLS WRAP,21500,PINK SPOTS  WRAP,73,0.0021784541927782754,0.21282798833819241,15.37040062330351
21495,SKULLS WRAP,21504,SKULLS GREETING CARD,72,0.0021486123545210387,0.2099125364431487,26.745890099657466
21495,SKULLS WRAP,20727,LUNCH BAG  BLACK SKULL.,70,0.0020889286780065653,0.20408163265306123,3.627997618145402
21497,FANCY FONTS BIRTHDAY WRAP,21506,"FANCY FONT BIRTHDAY CARD,",128,0.0038197552969262906,0.2794759825327511,18.545030048856415
21497,FANCY FONTS BIRTHDAY WRAP,21498,RED SPOTS  WRAP,115,0.0034318113995822144,0.25109170305676853,11.18894011892595
21497,FANCY FONTS BIRTHDAY WRAP,22045,SPACE BOY GIFT WRAP,80,0.002387347060578932,0.17467248908296942,13.123935222354946
21497,FANCY FONTS BIRTHDAY WRAP,22029,SPACE BOY BIRTHDAY CARD,72,0.0021486123545210387,0.1572052401746725,6.552173629668253
21497,FANCY FONTS BIRTHDAY WRAP,16156S,WRAP PINK FAIRY CAKES,65,0.001939719486720382,0.14192139737991266,12.352690977145125
21498,RED SPOTS  WRAP,21499,BLUE SPOTS  WRAP,250,0.007460459564309161,0.3324468085106383,25.492660304786018
21498,RED SPOTS  WRAP,21500,PINK SPOTS  WRAP,213,0.0063563115487914055,0.28324468085106386,20.455882015774026
21498,RED SPOTS  WRAP,85123A,WHITE HANGING HEART T-LIGHT HOLDER,127,0.003789913458669054,0.16888297872340424,1.2123540310671115
21498,RED SPOTS  WRAP,16161P,WRAP ENGLISH ROSE,125,0.0037302297821545805,0.16622340425531915,13.389774703355155
21498,RED SPOTS  WRAP,21212,PACK OF 72 RETRO SPOT CAKE CASES,123,0.0036705461056401076,0.16356382978723405,2.326410838781924
21499,BLUE SPOTS  WRAP,21500,PINK SPOTS  WRAP,260,0.007758877946881528,0.5949656750572082,42.96831847234277
21499,BLUE SPOTS  WRAP,21498,RED SPOTS  WRAP,250,0.007460459564309161,0.5720823798627003,25.492660304786018
21499,BLUE SPOTS  WRAP,85099B,JUMBO BAG RED WHITE SPOTTY,78,0.0023276633840644584,0.17848970251716248,1.9139807780320368
21499,BLUE SPOTS  WRAP,85123A,WHITE HANGING HEART T-LIGHT HOLDER,75,0.0022381378692927483,0.17162471395881007,1.2320360250127944
21499,BLUE SPOTS  WRAP,16156S,WRAP PINK FAIRY CAKES,71,0.002118770516263802,0.16247139588100687,14.141341496032572
21500,PINK SPOTS  WRAP,21499,BLUE SPOTS  WRAP,260,0.007758877946881528,0.5603448275862069,42.96831847234277
21500,PINK SPOTS  WRAP,21498,RED SPOTS  WRAP,213,0.0063563115487914055,0.45905172413793105,20.455882015774026
21500,PINK SPOTS  WRAP,85123A,WHITE HANGING HEART T-LIGHT HOLDER,91,0.0027156072814085346,0.1961206896551724,1.4078843852495344
21500,PINK SPOTS  WRAP,85099B,JUMBO BAG RED WHITE SPOTTY,83,0.0024768725753506414,0.1788793103448276,1.918158620689655
21500,PINK SPOTS  WRAP,21495,SKULLS WRAP,73,0.0021784541927782754,0.15732758620689655,15.37040062330351
21504,SKULLS GREETING CARD,22029,SPACE BOY BIRTHDAY CARD,95,0.0028349746344374814,0.3612167300380228,15.055189830316097
21504,SKULLS GREETING CARD,21509,COWBOYS AND INDIANS BIRTHDAY CARD,79,0.002357505222321695,0.30038022813688214,21.371000944515753
21504,SKULLS GREETING CARD,21495,SKULLS WRAP,72,0.0021486123545210387,0.2737642585551331,26.745890099657466
21504,SKULLS GREETING CARD,22023,EMPIRE BIRTHDAY CARD,65,0.001939719486720382,0.24714828897338403,28.074370045756265
21504,SKULLS GREETING CARD,21508,VINTAGE KID DOLLY CARD,62,0.0018501939719486721,0.23574144486692014,20.734109757192897
21506,"FANCY FONT BIRTHDAY CARD,",22029,SPACE BOY BIRTHDAY CARD,156,0.004655326768128917,0.3089108910891089,12.875129303975175
21506,"FANCY FONT BIRTHDAY CARD,",22030,SWALLOWS GREETING CARD,144,0.004297224709042077,0.2851485148514851,17.063083451202264
21506,"FANCY FONT BIRTHDAY CARD,",21497,FANCY FONTS BIRTHDAY WRAP,128,0.0038197552969262906,0.25346534653465347,18.545030048856415
21506,"FANCY FONT BIRTHDAY CARD,",22027,TEA PARTY BIRTHDAY CARD,116,0.003461653237839451,0.2297029702970297,13.02427501633412
21506,"FANCY FONT BIRTHDAY CARD,",22983,"CARD, BILLBOARD FONT",101,0.003014025663980901,0.2,17.683377308707126
21507,"ELEPHANT, BIRTHDAY CARD,",21509,COWBOYS AND INDIANS BIRTHDAY CARD,219,0.006535362578334826,0.5022935779816514,35.73642844621048
21507,"ELEPHANT, BIRTHDAY CARD,",22029,SPACE BOY BIRTHDAY CARD,188,0.005610265592360489,0.43119266055045874,17.971723949062028
21507,"ELEPHANT, BIRTHDAY CARD,",21508,VINTAGE KID DOLLY CARD,170,0.00507311250373023,0.38990825688073394,34.29350574297479
21507,"ELEPHANT, BIRTHDAY CARD,",22027,TEA PARTY BIRTHDAY CARD,160,0.004774694121157864,0.3669724770642202,20.807525729986494
21507,"ELEPHANT, BIRTHDAY CARD,",22037,ROBOT BIRTHDAY CARD,98,0.0029245001492091915,0.22477064220183487,17.079510703363916
21508,VINTAGE KID DOLLY CARD,21509,COWBOYS AND INDIANS BIRTHDAY CARD,210,0.006266786034019696,0.5511811023622047,39.21460454385877
21508,VINTAGE KID DOLLY CARD,22029,SPACE BOY BIRTHDAY CARD,173,0.005162638018501939,0.4540682414698163,18.925157676185997
21508,VINTAGE KID DOLLY CARD,21507,"ELEPHANT, BIRTHDAY CARD,",170,0.00507311250373023,0.4461942257217848,34.29350574297479
21508,VINTAGE KID DOLLY CARD,22027,TEA PARTY BIRTHDAY CARD,153,0.004565801253357207,0.4015748031496063,22.769495183660418
21508,VINTAGE KID DOLLY CARD,22023,EMPIRE BIRTHDAY CARD,83,0.0024768725753506414,0.2178477690288714,24.746029627652472
21509,COWBOYS AND INDIANS BIRTHDAY CARD,21507,"ELEPHANT, BIRTHDAY CARD,",219,0.006535362578334826,0.46496815286624205,35.73642844621048
21509,COWBOYS AND INDIANS BIRTHDAY CARD,21508,VINTAGE KID DOLLY CARD,210,0.006266786034019696,0.445859872611465,39.21460454385877
21509,COWBOYS AND INDIANS BIRTHDAY CARD,22029,SPACE BOY BIRTHDAY CARD,205,0.006117576842733513,0.43524416135881105,18.140586874544475
21509,COWBOYS AND INDIANS BIRTHDAY CARD,22027,TEA PARTY BIRTHDAY CARD,155,0.00462548492987168,0.32908704883227174,18.659402718053173
21509,COWBOYS AND INDIANS BIRTHDAY CARD,22023,EMPIRE BIRTHDAY CARD,95,0.0028349746344374814,0.20169851380042464,22.91158372017705
21518,BANK ACCOUNT  GREETING  CARD,21519,GIN & TONIC DIET GREETING CARD,42,0.001253357206803939,0.65625,51.86541863207547
21518,BANK ACCOUNT  GREETING  CARD,22030,SWALLOWS GREETING CARD,21,0.0006266786034019695,0.328125,19.634765625
21518,BANK ACCOUNT  GREETING  CARD,21520,BOOZE & WOMEN GREETING CARD,20,0.000596836765144733,0.3125,161.10576923076923
21519,GIN & TONIC DIET GREETING CARD,85123A,WHITE HANGING HEART T-LIGHT HOLDER,101,0.003014025663980901,0.23820754716981132,1.7100117621380413
21519,GIN & TONIC DIET GREETING CARD,22029,SPACE BOY BIRTHDAY CARD,96,0.002864816472694718,0.22641509433962265,9.436778372289496
21519,GIN & TONIC DIET GREETING CARD,22030,SWALLOWS GREETING CARD,93,0.002775290957923008,0.21933962264150944,13.125126347708894
21519,GIN & TONIC DIET GREETING CARD,84879,ASSORTED COLOUR BIRD ORNAMENT,81,0.0024171888988361685,0.19103773584905662,2.493835032451066
21519,GIN & TONIC DIET GREETING CARD,22023,EMPIRE BIRTHDAY CARD,78,0.0023276633840644584,0.18396226415094338,20.896866005756312
21520,BOOZE & WOMEN GREETING CARD,21519,GIN & TONIC DIET GREETING CARD,41,0.0012235153685467024,0.6307692307692307,49.851596516690854
21520,BOOZE & WOMEN GREETING CARD,21518,BANK ACCOUNT  GREETING  CARD,20,0.000596836765144733,0.3076923076923077,161.10576923076923
21523,FANCY FONT HOME SWEET HOME DOORMAT,48187,DOOR MAT NEW ENGLAND,226,0.006744255446135482,0.26248548199767713,8.003538218145733
21523,FANCY FONT HOME SWEET HOME DOORMAT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,204,0.006087735004476276,0.23693379790940766,1.7008679451465831
21523,FANCY FONT HOME SWEET HOME DOORMAT,48138,DOOR MAT UNION FLAG,202,0.006028051327961802,0.2346109175377468,5.414470968794693
21523,FANCY FONT HOME SWEET HOME DOORMAT,20685,RED SPOTTY COIR DOORMAT,196,0.005849000298418383,0.22764227642276422,5.391019563905887
21523,FANCY FONT HOME SWEET HOME DOORMAT,48194,DOORMAT HEARTS,175,0.005222321695016413,0.2032520325203252,6.220069050005567
21524,SPOTTY  HOME SWEET HOME DOORMAT,48187,DOOR MAT NEW ENGLAND,303,0.009042076991942703,0.31894736842105265,9.725137684976774
21524,SPOTTY  HOME SWEET HOME DOORMAT,48138,DOOR MAT UNION FLAG,251,0.007490301402566398,0.26421052631578945,6.097585906916051
21524,SPOTTY  HOME SWEET HOME DOORMAT,20685,RED SPOTTY COIR DOORMAT,248,0.0074007758877946885,0.26105263157894737,6.182242886367864
21524,SPOTTY  HOME SWEET HOME DOORMAT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,220,0.006565204416592062,0.23157894736842105,1.6624272764172643
21524,SPOTTY  HOME SWEET HOME DOORMAT,48194,DOORMAT HEARTS,199,0.005938525813190093,0.2094736842105263,6.410468637346792
21527,RETRO SPOT TRADITIONAL TEAPOT,21535,RETRO SPOT SMALL MILK JUG,262,0.007818561623396001,0.3748211731044349,13.986923731324739
21527,RETRO SPOT TRADITIONAL TEAPOT,21533,RETRO SPOT LARGE MILK JUG,233,0.0069531483139361385,0.3333333333333333,13.962500000000004
21527,RETRO SPOT TRADITIONAL TEAPOT,21843,RETRO SPOT CAKE STAND,217,0.006475678901820352,0.3104434907010014,8.54101918997583
21527,RETRO SPOT TRADITIONAL TEAPOT,21531,RETRO SPOT SUGAR JAM BOWL,213,0.0063563115487914055,0.30472103004291845,17.85175125303881
21527,RETRO SPOT TRADITIONAL TEAPOT,21539,RETRO SPOTS BUTTER DISH,175,0.005222321695016413,0.2503576537911302,15.281393403535105
21528,DAIRY MAID TRADITIONAL TEAPOT,21534,DAIRY MAID LARGE MILK JUG,93,0.002775290957923008,0.45365853658536587,55.28035476718403
21528,DAIRY MAID TRADITIONAL TEAPOT,21527,RETRO SPOT TRADITIONAL TEAPOT,59,0.001760668457176962,0.28780487804878047,13.797341149377159
21528,DAIRY MAID TRADITIONAL TEAPOT,21845,DAIRY MAID STRIPE MUG,44,0.0013130408833184125,0.2146341463414634,51.7438147043341
21528,DAIRY MAID TRADITIONAL TEAPOT,21533,RETRO SPOT LARGE MILK JUG,40,0.001193673530289466,0.1951219512195122,8.173170731707318
21528,DAIRY MAID TRADITIONAL TEAPOT,21535,RETRO SPOT SMALL MILK JUG,39,0.0011638316920322292,0.1902439024390244,7.099190613286979
21529,RETRO SPOT CERAMIC TOASTRACK,21535,RETRO SPOT SMALL MILK JUG,61,0.0018203521336914354,0.580952380952381,21.67896913776646
21529,RETRO SPOT CERAMIC TOASTRACK,21531,RETRO SPOT SUGAR JAM BOWL,49,0.0014622500746045957,0.4666666666666667,27.339160839160844
21529,RETRO SPOT CERAMIC TOASTRACK,21539,RETRO SPOTS BUTTER DISH,48,0.001432408236347359,0.45714285714285713,27.903200624512102
21529,RETRO SPOT CERAMIC TOASTRACK,21527,RETRO SPOT TRADITIONAL TEAPOT,45,0.0013428827215756492,0.42857142857142855,20.5456774984672
21529,RETRO SPOT CERAMIC TOASTRACK,21533,RETRO SPOT LARGE MILK JUG,43,0.0012831990450611758,0.4095238095238095,17.153928571428573
21530,DAIRY MAID CERAMIC TOASTRACK,21534,DAIRY MAID LARGE MILK JUG,43,0.0012831990450611758,0.34959349593495936,42.59955654101996
21530,DAIRY MAID CERAMIC TOASTRACK,21528,DAIRY MAID TRADITIONAL TEAPOT,37,0.0011041480155177558,0.3008130081300813,49.17192147531231
21530,DAIRY MAID CERAMIC TOASTRACK,21845,DAIRY MAID STRIPE MUG,32,0.0009549388242315727,0.2601626016260163,62.71977539919285
21530,DAIRY MAID CERAMIC TOASTRACK,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,0.0008654133094598628,0.23577235772357724,1.6925303571801784
21530,DAIRY MAID CERAMIC TOASTRACK,21540,DAIRY MAID CERAMIC BUTTER DISH,22,0.0006565204416592062,0.17886178861788618,83.24525745257452
21531,RETRO SPOT SUGAR JAM BOWL,21535,RETRO SPOT SMALL MILK JUG,376,0.011220531184720979,0.6573426573426573,24.529568427118537
21531,RETRO SPOT SUGAR JAM BOWL,21533,RETRO SPOT LARGE MILK JUG,240,0.007162041181736795,0.4195804195804196,17.575174825174827
21531,RETRO SPOT SUGAR JAM BOWL,21527,RETRO SPOT TRADITIONAL TEAPOT,213,0.0063563115487914055,0.3723776223776224,17.85175125303881
21531,RETRO SPOT SUGAR JAM BOWL,21539,RETRO SPOTS BUTTER DISH,208,0.006207102357505222,0.36363636363636365,22.195727769498262
21531,RETRO SPOT SUGAR JAM BOWL,21843,RETRO SPOT CAKE STAND,162,0.004834377797672337,0.28321678321678323,7.791949429880465
21532,DAIRY MAID SUGAR JAM BOWL,21534,DAIRY MAID LARGE MILK JUG,39,0.0011638316920322292,0.5416666666666666,66.00454545454546
21532,DAIRY MAID SUGAR JAM BOWL,21528,DAIRY MAID TRADITIONAL TEAPOT,37,0.0011041480155177558,0.5138888888888888,84.00203252032519
21532,DAIRY MAID SUGAR JAM BOWL,21540,DAIRY MAID CERAMIC BUTTER DISH,33,0.0009847806624888092,0.4583333333333333,213.31597222222217
21532,DAIRY MAID SUGAR JAM BOWL,21536,DAIRY MAID  SMALL  MILK JUG,20,0.000596836765144733,0.2777777777777778,186.16666666666666
21532,DAIRY MAID SUGAR JAM BOWL,21531,RETRO SPOT SUGAR JAM BOWL,20,0.000596836765144733,0.2777777777777778,16.273310023310025
21533,RETRO SPOT LARGE MILK JUG,21535,RETRO SPOT SMALL MILK JUG,402,0.011996418979409132,0.5025,18.751419821826282
21533,RETRO SPOT LARGE MILK JUG,21531,RETRO SPOT SUGAR JAM BOWL,240,0.007162041181736795,0.3,17.575174825174827
